aabasu	nombre de hombre
sculo	figar masculinos no
yag	nar plantapooroniya
grabadora	jiilariu
grabadora	jiilariyu
grabadora	taarakakka
grabadora	waacha gracias wecsa kwiiri
grabadora	wecsa kwiiriche
pasto	gwrakketu
apariencia	bejnooniwaa
sii	j rawiennaka
flexible	bujmisa
gregarios	kwi clasificador
rre	bochere
rre	ecro
rre	kochere
loj	daggera
loj	waachikloo
irbol	maatukra inga panamensis
ruto	dukkruwa
linga	guarumera
linga	guinea moo
linga	mowi bot paar guartinaja
paloma	guarumo
rampkas	guásimo
stanle	yanus
hede	flexibles pigotaka
hede	hasta arrancar objetos largos
'atir	wectarakaa
kikkra	arse de comida grookaa
bembra	hígado
bembra	refiriendose a animales
hilo	cosas de d bejtuu
hilo	plantas
hilo	refiriéndose a animales
tortuga	biikwiti
tortuga	biiwiti
tortuga	groontu
pedar	en la lla owi
pedar	jaakwec
rra	del jardín akki
arbol	semilla de
hnir	han waawaka
hnir	wauka
erpiente	jiwectowaya grutta mastiodryas pleri
imp	refiriendose a seres humanos
kutte'yec	mekenta
aex	ensiones espaciales braateyeemekenta
senti	niento derakkrakaariwa
diente	dijukka
jaaya	a alguien krcecyatuu
kwere	estado rini
kwere	kokkwa sooweda
kwere	kokkwa ta
weentakaari	indio
tenerla	mekaa
haci	pr kwrcewita
haci	un instrumento musical kwrecta
sentimientode	iiprikaariwaa
ala	soowanisa
ala	época dediiyowanisa
sunnarikaari	r una petsora arajgawi
jabón	gooya
jabón	jo
jabón	job
siig	kei panthera onca
junco	juventud bot moción
labios	lagaña
luciérnaga	de perro gaagc
mentar	con llanto ooni
kraar	liga
te'te	o liimogkra
limpiacasas	reptil zoo xim
cre	lloro
ochro	la
mare	fecunditatis de lani jaakra
jarta	añat kra
llama	de fuego gec
llama	priimubira
atti	gowi
macabro	ma makradx
estado	makkratuuriwaa
yugwi	rinta
sigsinna	durar
sigsinna	refiriéndose a frutos guugu
sigsinna	rootc
plátamo	rooro musa
magdalena	diitake kweerini
magdalena	diitake sal wakkani
magdalena	k wakkani
rii	risu
kuukara	mah cha
kuukara	riirituu
iritu	yuuwari
kiirimakkra	co
